"","district","year","cases","population","smr","prec_mean","crop_rainfed_n_patches","tree_shrub_n_patches","mos_crop_n_patches","mos_natural_n_patches","broad_evg_clop_n_patches","flood_fresh_n_patches","flood_salt_n_patches","urban_n_patches","water_n_patches","crop_rainfed_total_area","tree_shrub_total_area","mos_crop_total_area","mos_natural_total_area","broad_evg_clop_total_area","flood_fresh_total_area","flood_salt_total_area","urban_total_area","water_total_area","crop_rainfed_patch_density","tree_shrub_patch_density","mos_crop_patch_density","mos_natural_patch_density","broad_evg_clop_patch_density","flood_fresh_patch_density","flood_salt_patch_density","urban_patch_density","water_patch_density","herbaceous_n_patches","herbaceous_total_area","herbaceous_patch_density","crop_irrigate_n_patches","sparse_veg_n_patches","crop_irrigate_total_area","sparse_veg_total_area","crop_irrigate_patch_density","sparse_veg_patch_density","mos_herb_tree_n_patches","mos_herb_tree_total_area","mos_herb_tree_patch_density","shrub_n_patches","shrub_total_area","shrub_patch_density","shrub_evg_n_patches","shrub_evg_total_area","shrub_evg_patch_density","district_area","pop_density","log_smr","crop_rainfed_prop","herbaceous_prop","tree_shrub_prop","mos_crop_prop","mos_natural_prop","broad_evg_clop_prop","shrub_prop","shrub_evg_prop","sparse_veg_prop","flood_fresh_prop","flood_salt_prop","urban_prop","water_prop","crop_irrigate_prop"
"83","Matu",2012,2,77461.78,0.06338401,9.273394585,56,29,128,213,90,80,60,1,31,2139.550974,859.6100631,37538.34621,28817.04885,75734.63523,5234.292253,4317.123042,9.550165258,6189.434041,0.000343019,0.000177635,0.000784043,0.001304697,0.00055128,0.000490027,0.00036752,6.13e-06,0.000189885,21,401.1760619,0.000128632,1,18,9.55284079,2005.970187,6.13e-06,0.000110256,0,0,0,0,0,0,0,0,0,163256.289918048,0.47447960528127,-2.75854365755069,0.0131054734557181,0.00245733908385021,0.00526540241439708,0.229935068528408,0.176514172069362,0.463900259328554,0,0,0.0122872459493411,0.0320618106391339,0.0264438389734762,5.84979927131385e-05,0.0379123771837948,5.85143812516833e-05
"84","Matu",2013,1,85207.958,0.038600862,8.039384842,56,30,127,211,92,80,60,1,31,2139.550974,869.1608362,37643.41334,29132.24736,75285.71373,5224.741523,4317.123042,9.550165258,6189.434041,0.000343019,0.00018376,0.000777918,0.001292446,0.000563531,0.000490027,0.00036752,6.13e-06,0.000189885,22,410.7282719,0.000134757,1,18,9.55284079,2025.073793,6.13e-06,0.000110256,0,0,0,0,0,0,0,0,0,163256.289917148,0.521927565812274,-3.25448067115448,0.0131054734557904,0.00251584960131363,0.00532390413037743,0.230578640241695,0.178444869565421,0.461150463288166,0,0,0.0124042619982833,0.0320033091873614,0.0264438389736219,5.8497992713461e-05,0.0379123771840039,5.85143812520059e-05
"85","Matu",2014,1,93728.7538,0.035874407,9.245664597,57,30,136,203,96,80,59,2,31,2168.206528,869.1608362,38063.69099,31501.11175,72525.21236,5224.741523,4393.52004,19.10122336,6007.983323,0.000349144,0.00018376,0.000833046,0.001243444,0.000588032,0.000490027,0.000361395,1.23e-05,0.000189885,22,410.7282719,0.000134757,1,19,9.55284079,2063.280235,6.13e-06,0.000116381,0,0,0,0,0,0,0,0,0,163256.28992125,0.574120322379076,-3.32773113465569,0.0132809984169423,0.00251584960125042,0.00532390413024366,0.233152983008255,0.192954965258583,0.444241458598526,0,0,0.0126382893792041,0.0320033091865573,0.0269117964282987,0.000117001454395502,0.0368009301564924,5.85143812505356e-05
"86","Meradong",2010,39,17369,4.858730337,9.710330486,16,1,66,37,44,2,8,3,3,1605.22378,28.66450622,7319.299843,19645.73071,15613.24054,487.3117421,219.7650325,133.7689981,257.9826553,0.000351706,2.2e-05,0.001450788,0.00081332,0.000967192,4.4e-05,0.000175853,6.59e-05,6.59e-05,6,181.5435073,0.00013189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45492.53131452,0.381798934860683,1.58077715625046,0.0352854355125246,0.00399062224181085,0.00063009257545647,0.160890142436719,0.431845187381991,0.343204479699213,0,0,0,0.010711906504628,0.00483079367425433,0.00294046064781857,0.00567087932558413,0
"87","Meradong",2011,80,19105.9,9.71150791,9.327921867,16,1,67,38,44,2,8,4,3,1595.668785,28.66450622,7328.855043,19722.17235,15508.1333,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.2e-05,0.001472769,0.000835302,0.000967192,4.4e-05,0.000175853,8.79e-05,6.59e-05,7,200.6539078,0.000153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45492.53131452,0.419978828346751,2.27331156478799,0.0350754011459174,0.00441069999848429,0.00063009257545647,0.16110018130956,0.433525499243987,0.340894051218693,0,0,0,0.010711906504628,0.00483079367425432,0.00315049500343488,0.00567087932558413,0
"88","Meradong",2012,9,21016.49,1.051282691,9.332260132,16,1,66,36,45,2,8,4,3,1595.668785,28.66450622,7347.965095,20161.70171,15030.38345,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.2e-05,0.001450788,0.000791339,0.000989173,4.4e-05,0.000175853,8.79e-05,6.59e-05,7,219.7643475,0.000153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45492.53131622,0.461976711164163,0.0500110290866713,0.0350754011446067,0.00483077861665712,0.000630092575432924,0.161520251399599,0.443187071078885,0.330392330677828,0,0,0,0.0107119065042277,0.0048307936740738,0.00315049500331715,0.00567087932537221,0
"89","Meradong",2013,23,23118.139,3.27229259,8.111684561,16,1,67,34,48,2,8,4,3,1595.668785,28.66450622,7300.189777,20305.02921,14934.83127,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.2e-05,0.001472769,0.000747375,0.001055118,4.4e-05,0.000175853,8.79e-05,6.59e-05,7,219.7643475,0.000153871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45492.53131822,0.508174382258238,1.1854908371142,0.0350754011430647,0.00483077861644474,0.000630092575405223,0.160470072019849,0.44633764316095,0.328291937978367,0,0,0,0.0107119065037568,0.00483079367386143,0.00315049500317864,0.0056708793251229,0
"90","Meradong",2014,3,25429.9529,0.396673581,9.135110378,16,1,71,32,55,2,8,4,3,1547.895031,28.66450622,7347.971471,21642.78308,13587.5137,487.3117421,219.7650325,143.3239926,257.9826553,0.000351706,2.2e-05,0.001560696,0.000703412,0.00120899,4.4e-05,0.000175853,8.79e-05,6.59e-05,8,229.3201037,0.000175853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45492.53131442,0.558991820530755,-0.924641550604154,0.0340252561525271,0.00504082971587275,0.000630092575457855,0.161520391560864,0.475743654060854,0.298675701426469,0,0,0,0.0107119065046515,0.00483079367426494,0.0031504950034418,0.00567087932559659,0
"91","Miri",2010,43,300543,0.309595645,9.831534386,175,56,542,427,375,61,19,21,57,7534.538554,5152.778627,143107.579,148177.5526,120098.7767,6206.852282,1926.360183,5910.778218,2202.306482,0.000377959,0.000120947,0.001170594,0.000922221,0.000809913,0.000131746,4.1e-05,4.54e-05,0.000123107,144,9584.556591,0.000311007,6,4,133.4983109,66.75994083,1.3e-05,8.64e-06,0,0,0,63,12910.34449,0.000136065,0,0,0,463012.68197873,0.649103170815106,-1.17248820390297,0.0162728556846443,0.0207004191549127,0.0111288066775603,0.309079177676982,0.320029144702363,0.259385501465632,0.0278833496197693,0,0.000144185987616354,0.0134053612861626,0.00416049118734181,0.0127659099805641,0.00475647118905735,0.000288325387394319
"92","Miri",2011,49,330597.3,0.343764447,9.031214714,174,56,549,438,379,65,19,23,57,7505.935401,5152.778627,143441.437,148597.1777,119183.0974,5873.107398,1926.360183,5996.580854,2202.306482,0.0003758,0.000120947,0.001185713,0.000945978,0.000818552,0.000140385,4.1e-05,4.97e-05,0.000123107,157,10013.78075,0.000339084,6,4,133.4983109,85.82575742,1.3e-05,8.64e-06,0,0,0,63,12900.79619,0.000136065,0,0,0,463012.68205332,0.714013487781591,-1.06779860324813,0.0162110795058862,0.0216274437788441,0.0111288066757675,0.309800233470671,0.320935437537082,0.257407846522604,0.0278627275019529,0,0.000185363729216636,0.0126845497448462,0.00416049118667156,0.0129512237708198,0.00475647118829109,0.000288325387347871
"93","Miri",2012,38,363657.03,0.25652447,8.626726151,174,56,549,441,384,62,19,23,57,7496.402277,5152.778627,143851.7743,148826.1767,118438.8657,5672.686097,1926.360183,6139.574097,2202.306482,0.0003758,0.000120947,0.001185713,0.000952458,0.000829351,0.000133906,4.1e-05,4.97e-05,0.000123107,163,10166.55295,0.000352042,7,5,152.5804425,104.907889,1.51e-05,1.08e-05,0,0,0,61,12881.71631,0.000131746,0,0,0,463012.6820545,0.785414836557749,-1.36053121931143,0.0161904901691605,0.0219573962961199,0.0111288066757391,0.310686466862408,0.321430022261209,0.255800478670385,0.0278215193865548,0,0.000226576707433797,0.0122516862212692,0.00416049118666096,0.0132600560091728,0.00475647118827897,0.000329538365607964
"94","Miri",2013,17,400022.733,0.139778834,9.396248817,174,56,556,441,391,59,19,25,57,7486.864454,5152.778627,144223.6841,149569.9698,117265.9598,5567.774817,1926.360183,6215.854454,2202.306482,0.0003758,0.000120947,0.001200831,0.000952458,0.000844469,0.000127426,4.1e-05,5.4e-05,0.000123107,166,10261.92465,0.000358521,7,5,152.5804425,104.907889,1.51e-05,1.08e-05,0,0,0,61,12881.71631,0.000131746,0,0,0,463012.6820085,0.863956320299357,-1.96769386264773,0.0161698906853324,0.022163377049382,0.0111288066768448,0.311489705798927,0.323036442870595,0.253267274000601,0.0278215193893188,0,0.000226576707456307,0.0120251021912566,0.0041604911870743,0.0134248038888185,0.00475647118875152,0.000329538365640704
"95","Miri",2014,44,440025.0063,0.33622724,7.804339409,176,56,563,449,380,59,19,28,57,7343.84659,5162.318432,143546.5509,149350.7078,118171.865,5567.774817,1926.360183,6301.674426,2211.848047,0.000380119,0.000120947,0.001215949,0.000969736,0.000820712,0.000127426,4.1e-05,6.05e-05,0.000123107,167,10261.93407,0.000360681,7,5,152.5804425,104.907889,1.51e-05,1.08e-05,0,0,0,59,12910.31344,0.000127426,0,0,0,463012.6820365,0.950351952271822,-1.08996803808935,0.0158610052703072,0.0221633973930568,0.0111494104422674,0.310027255125345,0.322562887787653,0.255223819097647,0.0278832825554922,0,0.000226576707442605,0.0120251021905294,0.0041604911868227,0.0136101551220647,0.00477707875575131,0.000329538365620775
"96","Mukah",2010,61,42922,3.075267432,10.15347576,123,109,216,358,194,78,5,4,42,6312.524383,5834.76331,78942.21231,50492.45215,88489.6745,11010.73484,133.6843337,66.84711811,639.7765885,0.000496873,0.000440319,0.000872558,0.001446184,0.000783686,0.00031509,2.02e-05,1.62e-05,0.000169664,74,4641.627412,0.000298932,1,17,19.09722263,964.6338641,4.04e-06,6.87e-05,0,0,0,0,0,0,0,0,0,247548.02803204,0.17338857570881,1.12339186723293,0.0255002006405924,0.0187504115823505,0.0235702273873287,0.318896550853488,0.203970326693391,0.357464671415386,0,0,0.00389675438648676,0.0444791862311862,0.000540033927003035,0.000270036964711139,0.0025844543928954,7.71455251807874e-05
"97","Mukah",2011,23,47214.2,1.129846338,9.185176849,123,110,221,365,203,78,5,4,42,6331.62346,5872.961347,80527.52077,51562.09293,85490.92388,10915.24189,133.6843337,66.84711811,639.7765885,0.000496873,0.000444358,0.000892756,0.001474461,0.000820043,0.00031509,2.02e-05,1.62e-05,0.000169664,85,5023.624638,0.000343368,1,17,19.09722263,964.6338641,4.04e-06,6.87e-05,0,0,0,0,0,0,0,0,0,247548.02804204,0.190727433271986,0.122081639406781,0.0255773536556903,0.0202935352696361,0.0237245329459971,0.325300594825681,0.208291269123919,0.345350857997873,0,0,0.00389675438632935,0.0440934309852241,0.00054003392698122,0.00027003696470023,0.002584454392791,7.7145525177671e-05
"98","Mukah",2012,23,51935.62,1.087175622,9.678866386,123,110,224,368,205,78,5,4,42,6331.62346,5872.961347,80632.57951,52135.14632,84851.0142,10848.38911,133.6843337,66.84711811,639.7765885,0.000496873,0.000444358,0.000904875,0.00148658,0.000828122,0.00031509,2.02e-05,1.62e-05,0.000169664,88,5052.274968,0.000355487,1,17,19.09722263,964.6338641,4.04e-06,6.87e-05,0,0,0,0,0,0,0,0,0,247548.02804204,0.209800176599185,0.0835831608660967,0.0255773536556903,0.0204092717197569,0.0237245329459971,0.325724992227797,0.210606187140162,0.342765865965978,0,0,0.00389675438632935,0.0438233711486389,0.00054003392698122,0.00027003696470023,0.002584454392791,7.7145525177671e-05
"99","Mukah",2013,23,57129.182,1.324179908,8.829931259,123,110,227,369,204,78,5,4,42,6331.62346,5863.412138,80594.38527,52240.22141,84803.23309,10838.83858,133.6843337,66.84711811,639.7765885,0.000496873,0.000444358,0.000916994,0.00149062,0.000824083,0.00031509,2.02e-05,1.62e-05,0.000169664,88,5052.274968,0.000355487,1,17,19.09722263,964.6338641,4.04e-06,6.87e-05,0,0,0,0,0,0,0,0,0,247548.02804304,0.230780194258171,0.280793330458897,0.025577353655587,0.0204092717196745,0.0236859577688922,0.325570702005299,0.211030650589215,0.342572848430268,0,0,0.00389675438631361,0.0437847906351147,0.000540033926979038,0.00027003696469914,0.00258445439278056,7.71455251773594e-05
"100","Mukah",2014,1,62842.1002,0.053506542,9.419083595,122,110,226,362,214,78,5,4,42,6322.073706,5806.116377,80794.94322,53949.73326,82931.36025,10838.83858,133.6843337,143.2434445,639.7765885,0.000492834,0.000444358,0.000912954,0.001462342,0.000864479,0.00031509,2.02e-05,1.62e-05,0.000169664,90,5004.527192,0.000363566,1,17,19.09722263,964.6338641,4.04e-06,6.87e-05,0,0,0,0,0,0,0,0,0,247548.02803843,0.253858213688716,-2.92795135218198,0.0255387762774606,0.0202163888424233,0.0234545046591874,0.326380879945677,0.217936429094174,0.335011193210255,0,0,0.00389675438638618,0.04378479063593,0.000540033926989095,0.000578649103509572,0.00258445439282869,7.7145525178796e-05
"101","Pakan",2010,13,15480,1.81721118,10.15487003,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33410.76191,89636.49349,28.66976334,0,9.556531753,0,7.8e-06,7.8e-06,0.000928456,0.000975269,0.000257471,7.8e-06,0,7.8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128169.810500203,0.120777271493083,0.59730300720644,0.000149142421334622,0,7.45705965601382e-05,0.0394449795179497,0.260675753358839,0.699357306843003,0,0,0,0.000223685774583825,0,7.4561487730255e-05,0,0
"102","Pakan",2011,38,17028,5.175879258,9.483448982,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33410.76191,89636.49349,28.66976334,0,9.556531753,0,7.8e-06,7.8e-06,0.000928456,0.000975269,0.000257471,7.8e-06,0,7.8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128169.810500203,0.132854998642391,1.64400922964676,0.000149142421334622,0,7.45705965601382e-05,0.0394449795179497,0.260675753358839,0.699357306843003,0,0,0,0.000223685774583825,0,7.4561487730255e-05,0,0
"103","Pakan",2012,62,18730.8,8.125920198,9.526669502,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33353.41792,89693.83748,28.66976334,0,9.556531753,0,7.8e-06,7.8e-06,0.000928456,0.000975269,0.000257471,7.8e-06,0,7.8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128169.810500203,0.14614049850663,2.09505897694138,0.000149142421334622,0,7.45705965601382e-05,0.0394449795179497,0.260228346986182,0.69980471321566,0,0,0,0.000223685774583825,0,7.4561487730255e-05,0,0
"104","Pakan",2013,40,20603.88,6.385400517,8.464994431,1,1,119,125,33,1,0,1,0,19.11555588,9.55769923,5055.65555,33353.41792,89693.83748,28.66976334,0,9.556531753,0,7.8e-06,7.8e-06,0.000928456,0.000975269,0.000257471,7.8e-06,0,7.8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128169.810500203,0.160754548357293,1.85401421531673,0.000149142421334622,0,7.45705965601382e-05,0.0394449795179497,0.260228346986182,0.69980471321566,0,0,0,0.000223685774583825,0,7.4561487730255e-05,0,0
"105","Pakan",2014,58,22664.268,8.604861291,9.09632206,1,1,119,128,33,1,0,1,0,19.11555588,9.55769923,5046.098154,33468.08961,89588.72318,28.66976334,0,9.556531753,0,7.8e-06,7.8e-06,0.000928456,0.000998675,0.000257471,7.8e-06,0,7.8e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128169.810494203,0.176830003201301,2.15232730995194,0.000149142421341604,0,7.4570596563629e-05,0.0393704112890783,0.261123032646707,0.698984595783982,0,0,0,0.000223685774594297,0,7.45614877337455e-05,0,0
"106","Samarahan",2010,23,87923,0.566054624,11.70172906,19,39,78,53,40,27,8,20,13,439.6962396,3785.271876,9271.947509,10820.51067,11346.10466,3230.787468,974.9692166,1070.570646,305.8754891,0.000433527,0.000889871,0.001779742,0.001209312,0.000912688,0.000616065,0.000182538,0.000456344,0.000296624,42,2580.840894,0.000958323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43826.5746683,2.0061572382839,-0.56906469660171,0.0100326398521405,0.0588875793632747,0.0863693296738042,0.211559940040362,0.246893825307925,0.258886411860215,0,0,0,0.0737175444910333,0.0222460738485502,0.0244274313952797,0.0069792241674146,0
"107","Samarahan",2011,39,96715.3,0.935262681,11.42265272,19,40,79,48,44,25,7,20,13,439.6962396,3785.272154,9357.976895,11432.267,10715.22588,3096.967916,965.410797,1118.364238,305.8754891,0.000433527,0.000912688,0.001802559,0.001095226,0.001003957,0.00057043,0.00015972,0.000456344,0.000296624,44,2609.518056,0.001003957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43826.5746647,2.20677296229356,-0.0669278469043437,0.0100326398529646,0.0595419120924782,0.0863693360240822,0.213522890314706,0.260852395777307,0.244491520543825,0,0,0,0.0706641561585338,0.0220279774174911,0.0255179476506245,0.00697922416798789,0
"108","Samarahan",2012,39,106386.83,0.899940773,9.937862635,19,41,81,47,47,25,7,21,13,439.6962396,3775.713448,9348.41899,11508.73906,10619.63574,3096.967916,965.410797,1204.392322,305.8754891,0.000433527,0.000935505,0.001848194,0.001072409,0.001072409,0.00057043,0.00015972,0.000479161,0.000296624,46,2561.724666,0.001049591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43826.5746677,2.42745025835676,-0.105426325601031,0.0100326398522779,0.0584514004442145,0.0861512330504507,0.213304805608953,0.262597274536308,0.2423104205729,0,0,0,0.0706641561536967,0.0220279774159833,0.0274808681977064,0.00697922416751015,0
"109","Samarahan",2013,39,117025.513,1.096127862,10.70068455,19,41,81,47,47,25,7,24,13,439.6962396,3775.713448,9348.41899,11527.85704,10600.51776,3096.967916,965.410797,1261.744763,305.8754891,0.000433527,0.000935505,0.001848194,0.001072409,0.001072409,0.00057043,0.00015972,0.000547613,0.000296624,46,2504.372225,0.001049591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43826.5746677,2.67019528419243,0.0917838441300532,0.0100326398522779,0.057142777960371,0.0861512330504507,0.213304805608953,0.26303349343192,0.241874201677288,0,0,0,0.0706641561536967,0.0220279774159833,0.0287894906815499,0.00697922416751015,0
"110","Samarahan",2014,48,128728.0643,1.253792235,9.406828642,17,41,82,47,57,22,9,23,13,439.6960021,3747.036928,9530.034728,11929.3265,10132.13634,2991.823219,927.1769136,1290.420919,305.8754891,0.000387893,0.000935505,0.001871011,0.001072409,0.001300581,0.000501979,0.000205355,0.000524796,0.000296624,47,2533.047637,0.001072409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43826.5746758,2.93721481206882,0.226172746665798,0.0100326344313372,0.0577970707438994,0.0854969149589741,0.217448769348207,0.272193904913748,0.231187046100473,0,0,0,0.0682650478877605,0.0211555870030602,0.0294438004463201,0.00697922416622026,0
"111","Saratok",2010,48,46094,2.253356178,10.56143093,46,47,164,140,82,38,36,6,16,1548.203977,4262.3144,13542.22645,38303.85412,69191.40289,1748.839257,8887.322673,219.8152587,2169.480497,0.000325819,0.000332902,0.001161615,0.000991622,0.000580807,0.000269155,0.000254989,4.25e-05,0.000113328,20,1290.202372,0.00014166,2,0,19.11283157,0,1.42e-05,0,0,0,0,0,0,0,0,0,0,141182.77472627,0.326484587722324,0.812420739501053,0.0109659551599103,0.0091385253937776,0.0301900455509811,0.0959198207873172,0.271306851662781,0.490083886112528,0,0,0,0.0123870582681967,0.0629490579869325,0.00155695522436207,0.0153664673414038,0.000135376511809296
"112","Saratok",2011,39,50703.4,1.783987085,10.12215328,46,47,165,135,93,37,35,6,16,1548.203977,4262.3144,13676.01048,40024.04669,67194.08658,1739.283436,8743.982576,219.8152587,2169.480497,0.000325819,0.000332902,0.001168698,0.000956207,0.000658721,0.000262072,0.000247906,4.25e-05,0.000113328,24,1586.438011,0.000169992,2,0,19.11283157,0,1.42e-05,0,0,0,0,0,0,0,0,0,0,141182.77473727,0.359133046466575,0.578850794781838,0.0109659551590559,0.0112367674735975,0.0301900455486289,0.0968674153447542,0.283491004936555,0.475936860605289,0,0,0,0.0123193742242045,0.0619337776316683,0.00155695522424077,0.0153664673402066,0.000135376511798748
"113","Saratok",2012,47,55773.74,2.068736992,9.585898399,46,47,163,130,102,37,35,6,16,1548.203977,4290.982746,13589.99082,41084.81693,66104.66127,1739.283436,8734.426885,219.8152587,2169.480497,0.000325819,0.000332902,0.001154532,0.000920792,0.000722468,0.000262072,0.000247906,4.25e-05,0.000113328,24,1682.000086,0.000169992,2,0,19.11283157,0,1.42e-05,0,0,0,0,0,0,0,0,0,0,141182.77473727,0.395046351113233,0.726938272268482,0.010965955159056,0.0119136352797292,0.0303931039320142,0.0962581366267231,0.291004458627872,0.468220442564722,0,0,0,0.0123193742242045,0.0618660945094335,0.00155695522424077,0.0153664673402066,0.000135376511798748
"114","Saratok",2013,32,61351.114,1.71555517,9.155132294,46,47,163,125,108,35,35,7,16,1548.203977,4290.982746,13599.54833,41801.60428,65378.31656,1720.16989,8734.426885,229.3725138,2169.480497,0.000325819,0.000332902,0.001154532,0.000885377,0.000764966,0.000247906,0.000247906,4.96e-05,0.000113328,25,1691.556229,0.000177075,2,0,19.11283157,0,1.42e-05,0,0,0,0,0,0,0,0,0,0,141182.77473937,0.434550986218092,0.539736742519453,0.0109659551588928,0.0119813216033096,0.0303931039315621,0.0963258326315331,0.296081475641541,0.46307573059597,0,0,0,0.0121839926519047,0.0618660945085132,0.00162464942499843,0.015366467339978,0.000135376511796734
"115","Saratok",2014,14,67486.2254,0.697542181,9.220899582,46,48,161,116,114,34,36,7,18,1548.203977,4300.540086,13742.8942,43798.96945,63228.04944,1681.942096,8705.75823,229.3725138,2207.706322,0.000325819,0.000339985,0.001140366,0.00082163,0.000807464,0.000240823,0.000254989,4.96e-05,0.000127494,26,1720.22559,0.000184158,2,0,19.11283157,0,1.42e-05,0,0,0,0,0,0,0,0,0,0,141182.77473637,0.478006084850059,-0.360192292563157,0.0109659551591259,0.012184387176213,0.0304607987343384,0.0973411538742035,0.310228847193191,0.447845351942299,0,0,0,0.0119132245356467,0.061663033937789,0.00162464942503295,0.0156372215103609,0.000135376511799611
"116","Sarikei",2010,74,58021,2.759812099,9.959954739,23,4,88,66,72,26,18,7,51,573.3240582,76.44243776,10157.61675,23277.66862,22580.17428,859.9873844,15871.5169,735.7492387,1156.175213,0.000303756,5.28e-05,0.001162197,0.000871648,0.000950889,0.000343376,0.000237722,9.24e-05,0.000673546,13,372.6584253,0.000171688,2,0,57.3335456,0,2.64e-05,0,0,0,0,0,0,0,0,0,0,75718.64685296,0.766270957174822,1.01516259733904,0.00757176840882211,0.00492162024532312,0.00100955895195071,0.134149475356121,0.307423198742623,0.298211539937435,0,0,0,0.0113576697437559,0.209611734488881,0.00971688308335423,0.0152693591480208,0.000757191893713282
"117","Sarikei",2011,16,63823.1,0.581441826,9.626643896,23,4,89,68,75,26,18,7,51,573.3240582,76.44243776,10224.50382,23650.32311,22073.74264,859.9873844,15871.5169,735.7492387,1156.175213,0.000303756,5.28e-05,0.001175404,0.000898061,0.000990509,0.000343376,0.000237722,9.24e-05,0.000673546,13,439.548509,0.000171688,2,0,57.3335456,0,2.64e-05,0,0,0,0,0,0,0,0,0,0,75718.64685666,0.842898052851116,-0.542244353300451,0.00757176840845211,0.00580502329673287,0.00100955895190138,0.135032838599924,0.312344767000017,0.291523205397304,0,0,0,0.0113576697432009,0.209611734478638,0.00971688308287941,0.0152693591472746,0.000757191893676281
"118","Sarikei",2012,21,70205.41,0.734320927,9.399512053,23,4,90,68,74,26,21,7,51,573.3240582,76.44243776,10253.17154,23745.8791,21939.96179,859.9873844,15814.18286,735.7492387,1156.175213,0.000303756,5.28e-05,0.001188611,0.000898061,0.000977302,0.000343376,0.000277343,9.24e-05,0.000673546,14,506.4396836,0.000184895,2,0,57.3335456,0,2.64e-05,0,0,0,0,0,0,0,0,0,0,75718.64685126,0.927187858202352,-0.308809115679681,0.00757176840899211,0.00668844075614345,0.00100955895197337,0.135411447065887,0.31360675457719,0.289756390299715,0,0,0,0.0113576697440109,0.208854536070422,0.00971688308357239,0.0152693591483636,0.000757191893730282
"119","Sarikei",2013,74,77225.951,3.151705417,8.460222125,23,4,90,70,75,27,20,7,51,573.3240582,76.44243776,10214.94956,23898.76236,21767.96796,840.8764571,15842.84907,745.3044048,1156.175213,0.000303756,5.28e-05,0.001188611,0.000924475,0.000990509,0.000356583,0.000264136,9.24e-05,0.000673546,14,544.6617785,0.000184895,2,0,57.3335456,0,2.64e-05,0,0,0,0,0,0,0,0,0,0,75718.64684496,1.01990664410745,1.14794370855446,0.0075717684096221,0.0071932318021377,0.00100955895205737,0.134906657549176,0.31562585117157,0.287484904538398,0,0,0,0.0111052758090324,0.209233124601916,0.00984307612266329,0.0152693591496341,0.000757191893793282
"120","Sarikei",2014,9,84948.5461,0.356241193,9.189505577,23,4,86,60,86,27,21,7,50,573.3240582,76.44243776,10558.94923,25656.97765,19675.30802,831.3210524,15881.06969,745.3044048,1079.732905,0.000303756,5.28e-05,0.001135784,0.000792407,0.001135784,0.000356583,0.000277343,9.24e-05,0.000660339,16,582.8838553,0.000211309,2,0,57.3335456,0,2.64e-05,0,0,0,0,0,0,0,0,0,0,75718.64684906,1.12189730845744,-1.03214726910836,0.0075717684092121,0.0076980226081158,0.00100955895200271,0.139449787725982,0.338846225040781,0.259847591561183,0,0,0,0.0109790796190162,0.209737896157308,0.00984307612213031,0.0142598019105172,0.000757191893752282
"121","Selangau",2010,80,22819,7.58623659,10.57090187,41,9,259,357,80,17,0,0,0,2598.410945,592.323565,42526.87886,56512.05628,271251.7398,1012.501327,0,0,0,0.000108419,2.38e-05,0.000684891,0.000944039,0.000211549,4.5e-05,0,0,0,52,3630.124698,0.000137507,0,2,0,38.20304612,0,5.29e-06,0,0,0,0,0,0,0,0,0,378162.23852112,0.0603418260089593,2.02633563049459,0.00687115391309723,0.00959938441288146,0.00156632128928685,0.112456703837776,0.149438654956671,0.717289332908502,0,0,0.000101022900301735,0.00267742578148361,0,0,0,0
"122","Selangau",2011,16,25100.9,1.478409929,9.417859077,41,9,261,361,87,17,0,0,0,2598.410945,592.323565,43577.63434,57992.64489,268290.5205,1012.501327,0,0,0,0.000108419,2.38e-05,0.00069018,0.000954617,0.00023006,4.5e-05,0,0,0,60,4059.999925,0.000158662,0,2,0,38.20304612,0,5.29e-06,0,0,0,0,0,0,0,0,0,378162.23853812,0.0663760086068714,0.390967137927102,0.00687115391278834,0.0107361325675851,0.00156632128921643,0.115235287659763,0.153353875612184,0.709458780276803,0,0,0.000101022900297194,0.00267742578136325,0,0,0,0
